"question","expected_answer","generated_answer","BLEU","ROUGE-1","ROUGE-L","Semantic Similarity","NLI_RESULT","Contradiction","Neutral","Entailment","METEOR","BERT_F1","F1_SCORE"
"What is Celonis's focus on automation?","Celonis focuses on automating process improvements and workflows to enhance operational efficiency and reduce manual effort.","Celonis pushes beyond process mining into automated workflow tooling.
","0.013101694097607005","0.32","0.24000000000000005","0.8069369792938232","neutral","0.0030155391432344913","0.8277022242546082","0.1692822426557541","0.1307","0.4026","0.1667"
"What is Bitmain's approach to technological innovation?","Bitmain focuses on developing cutting-edge ASIC chips to improve mining efficiency and performance.","I don't know.
","0.0","0.0","0.0","0.23019030690193176","contradiction","0.7545444369316101","0.1678953915834427","0.07756016403436661","0.0","-0.0289","0.0"
"What are some of the popular games developed using the Unreal Engine?","Popular games developed using Unreal Engine include Gears of War, BioShock, and Kingdom Hearts III.","Unreal, Gears of War, Infinity Blade, and Fortnite.
","0.06157969090353148","0.43478260869565216","0.43478260869565216","0.698634684085846","contradiction","0.764134407043457","0.2061992734670639","0.029666295275092125","0.2622","0.3432","0.3478"
"What is Octopus Energy?","Octopus Energy is a UK-based energy supplier that focuses on providing renewable energy and innovative energy solutions.","Octopus Energy Group is a British renewable energy group.
","0.0361104699189554","0.4444444444444444","0.4444444444444444","0.8172844648361206","entailment","0.0027034173253923655","0.027650142088532448","0.9696463942527771","0.2632","0.6317","0.4545"
"Where is Nature's Fynd headquartered?","Nature's Fynd is headquartered in Chicago, Illinois.","Chicago, Illinois, US
","0.029950417327249696","0.36363636363636365","0.36363636363636365","0.5896888375282288","entailment","0.0016126338159665465","0.12561410665512085","0.872773289680481","0.0758","-0.0896","0.2"
"What technology does Pony.ai develop?","Pony.ai develops autonomous driving software and hardware, including sensors and AI algorithms.","Autonomous vehicle technology.
","0.0","0.125","0.125","0.7101235389709473","entailment","0.05136788636445999","0.10173371434211731","0.8468983769416809","0.045","0.3388","0.1429"
"What are some of the financial figures for Nextdoor in 2023?","Revenue: US$ 218 million, Operating income: − US$ 172 million, Net income: − US$ 148 million.","Revenue: US$ 218 million
Operating income: − US$ 172 million
Net income: − US$ 148 million
Total assets: US$ 655 million
Total equity: US$ 559 million
","0.31736734399913763","0.7368421052631579","0.7368421052631579","0.9233238101005554","entailment","0.06087450310587883","0.22779937088489532","0.7113261222839355","0.6378","0.7104","0.6923"
"What company did Joe Lonsdale co-found before Addepar?","Palantir Technologies.","Palantir Technologies.
","0.316227766016838","1.0","1.0","0.9999999403953552","entailment","0.094731904566288","0.1090860664844513","0.7961820363998413","0.9375","1.0","1.0"
"What is Gusto?","Gusto is a cloud-based payroll, benefits, and HR platform for small businesses.","American payroll and benefits company that provides payroll, benefits, and human resource management software for businesses based in the United States.
","0.04857956790684703","0.35294117647058826","0.2941176470588235","0.6658942699432373","neutral","0.003178079379722476","0.8495424389839172","0.14727948606014252","0.2907","0.4726","0.25"
"What is the significance of Zipline's partnership with Walmart?","It marks Zipline's expansion into delivering non-medical e-commerce products to customers' homes.","Zipline started a trial service with Walmart for e-commerce shopping deliveries in Pea Ridge, Arkansas in 2021.
","0.011502783619900045","0.1818181818181818","0.1818181818181818","0.7050252556800842","neutral","0.0016822944162413478","0.9974544644355774","0.0008632495300844312","0.04","0.3204","0.0714"
"What was the first app launched by ByteDance?","The first app launched by ByteDance was Neihan Duanzi.","Neihan Duanzi.
","0.009549251099193677","0.3636363636363636","0.3636363636363636","0.6724540591239929","entailment","0.06814998388290405","0.14813268184661865","0.7837173342704773","0.2259","0.3622","0.3636"
"What was the controversy surrounding Nextdoor's marketing practices?","Users claimed they were named in addressed advertising mail without their permission, leading to alerts about potential fraud.","Nextdoor invited police officers and government officials into its Public Agencies Advisory Council in exchange for a commitment to promote Nextdoor using blog posts and referrals. Representatives of the American Civil Liberties Union and the Electronic Frontier Foundation expressed concerns about the lack of transparency associated with Nextdoor's use of non-disclosure agreements.
","0.004635487482440636","0.08333333333333333","0.08333333333333333","0.5071020722389221","neutral","0.06976406276226044","0.918716549873352","0.011519341729581356","0.0935","0.0764","0.0952"
"What services does CloudKitchens offer?","CloudKitchens offers kitchen spaces, technology, and logistics support for restaurants to operate delivery-only businesses.","Software, Real Estate, Virtual restaurant.
","0.0","0.1","0.1","0.5290029048919678","entailment","0.12915681302547455","0.3880405128002167","0.48280268907546997","0.0","0.0646","0.0"
"What is Intarcia Therapeutics and what industry does it operate in?","Intarcia Therapeutics is an American biopharmaceutical company operating in the pharmaceutical industry.","Intarcia Therapeutics is an American biopharmaceutical company that operates in the pharmaceutical industry.
","0.6703420896351792","0.9600000000000001","0.9600000000000001","0.9955852031707764","entailment","0.003103716066107154","0.004333477932959795","0.9925628304481506","0.9894","0.9669","0.88"
"When was Tanium founded?","Tanium was founded on July 16, 2007.","July 16, 2007
","0.06333742121977234","0.6","0.6","0.5208731889724731","entailment","0.009723442606627941","0.048865821212530136","0.9414107203483582","0.2841","0.2777","0.4"
"What is Plaid's role in the fintech ecosystem?","Plaid plays a crucial role in enabling data connectivity and interoperability between financial institutions and fintech applications.","Plaid builds a data transfer network that powers fintech and digital finance products and enables applications to connect with users’ bank accounts.
","0.013596634387289886","0.46153846153846156","0.30769230769230765","0.8574802875518799","neutral","0.0006751429755240679","0.9968851208686829","0.002439717063680291","0.2286","0.489","0.2703"
"What was Stripe's valuation in March 2021?","$95 billion.","$95 billion.
","0.316227766016838","1.0","1.0","1.0000001192092896","entailment","0.00964229553937912","0.03587229549884796","0.9544854760169983","0.9375","1.0","1.0"
"What is Northvolt's vision for the future?","Northvolt envisions a future where sustainable and high-performance batteries power a cleaner and more environmentally friendly society.","I don't know.
","0.0","0.0","0.0","0.26510730385780334","contradiction","0.8722838163375854","0.0938759371638298","0.033840227872133255","0.0","-0.0712","0.0"
"What significant event occurred in November 2022?","Stripe announced layoffs affecting 14% of its workforce.","- Binance offered to buy rival cryptocurrency exchange FTX 's non-US operations (FTX.com) on 8 November 2022.
- On 30 November 2022, Binance purchased Sakura Exchange.
","0.0","0.0","0.0","0.36891090869903564","contradiction","0.9128752946853638","0.08222483843564987","0.004899894818663597","0.0","-0.0572","0.0"
"Where is NantOmics headquartered?","NantOmics is headquartered in Culver City, California, United States.","Culver City, California, United States.
","0.44932896411722156","0.7142857142857143","0.7142857142857143","0.6972952485084534","entailment","0.005446356255561113","0.017164841294288635","0.9773887395858765","0.5791","0.4694","0.7143"
"What type of company is Kavak?","Kavak is a Mexican unicorn startup that buys and sells used cars online.","E-commerce.
","0.0","0.0","0.0","0.4677135944366455","entailment","0.06950841844081879","0.30141758918762207","0.629073977470398","0.0","0.1342","0.0"
"How many stores did Hey Tea operate as of January 2021?","As of January 2021, Hey Tea operated more than 650 stores.","As of January 2021, Hey Tea operates more than 650 stores.
","0.7016879391277372","1.0","1.0","0.994142472743988","entailment","0.0030480797868222","0.004945533350110054","0.9920063614845276","0.9996","0.9803","0.9091"
"What is Canva's collaboration feature?","Canva allows multiple users to collaborate on designs in real-time.","facilitate collaboration between students and teachers.
","0.0","0.11764705882352942","0.11764705882352942","0.5126070380210876","neutral","0.0028555982280522585","0.9857364296913147","0.011407995596528053","0.0521","0.2641","0.0"
"What is Databricks SQL?","Databricks SQL is a data warehousing capability that allows users to run SQL queries directly on data lakes, offering fast query performance.","Databricks SQL (previously called SQL Analytics) is for running business intelligence and analytics reporting on top of data lakes.
","0.024200049100584903","0.3902439024390244","0.3414634146341463","0.8499358892440796","neutral","0.37278950214385986","0.6216617822647095","0.005548734683543444","0.221","0.4517","0.2632"
"What is the name of the image-sharing and social networking service launched by ByteDance in June 2024?","The service is called Wheezo.","Whee.
","0.0","0.0","0.0","0.6398522853851318","entailment","0.23019970953464508","0.13908924162387848","0.630711019039154","0.0","0.1996","0.0"
"What is the name of the SpaceX spacecraft designed for crewed missions?","Crew Dragon.","Dragon 2.
","0.0","0.5","0.5","0.6511214375495911","neutral","0.33277660608291626","0.42515528202056885","0.24206814169883728","0.0","0.5214","0.0"
"Who founded Sword Health and when?","Sword Health was founded in 2015 by Virgílio Bento and Márcio Colunas.","Virgílio Bento and Márcio Colunas in 2015.
","0.21281397709599684","0.782608695652174","0.6086956521739131","0.6748964786529541","entailment","0.04010617733001709","0.03632771223783493","0.9235661029815674","0.4209","0.5505","0.5263"
"What kind of data does Grok have access to?","Grok has access to real-time data via the X platform.","Grok has access to X information.
","0.2758512992979459","0.5882352941176471","0.5882352941176471","0.8575263023376465","entailment","0.003891431726515293","0.01850452460348606","0.9776040315628052","0.5042","0.5296","0.625"
"What was the initial funding source for BlaBlaCar?","The initial funding came from the founders and their friends and family.","The founders and their friends and family.
","0.4116538266387963","0.7368421052631579","0.7368421052631579","0.7774780988693237","entailment","0.006318306550383568","0.005579678807407618","0.9881020784378052","0.6078","0.4916","0.75"
"What is the significance of Telegram's open API?","Telegram's open API allows developers to create bots and integrate Telegram into other applications.","Developers can access the same functionality as Telegram's official apps to build their own instant messaging applications.
","0.015138514598766055","0.303030303030303","0.2424242424242424","0.7563329935073853","neutral","0.005287505220621824","0.9004992246627808","0.09421323984861374","0.1399","0.3145","0.2581"
"What services does Chime offer?","Chime offers checking accounts, savings accounts, and credit-building services.","Early access to paychecks, negative account balances without overdraft fees, high-yield savings accounts, peer-to-peer payments, and an interest-free secured credit card.
","0.021377723941583868","0.28571428571428575","0.28571428571428575","0.5483093857765198","neutral","0.003000315511599183","0.9922892451286316","0.004710488021373749","0.2505","0.2611","0.2069"
"What is the valuation of Figure AI as of February 2024?","$2.6 billion.","$2.6 billion.
","0.316227766016838","1.0","1.0","0.9999998807907104","entailment","0.00842589233070612","0.027454128488898277","0.9641199111938477","0.9375","1.0","1.0"
"What major acquisition did Binance make in July 2018?","Binance acquired Trust Wallet.","Trust Wallet.
","0.11633369384516798","0.6666666666666666","0.6666666666666666","0.7222133874893188","entailment","0.43236780166625977","0.10022085160017014","0.4674113988876343","0.4934","0.3719","0.6667"
"What are some of Notion's key features?","Notion includes features like Markdown, kanban boards, tasks, wikis, and databases. It is a workspace for notetaking, knowledge and data management, and project and task management. It also has file management, allowing users to comment on projects, participate in discussions, and receive feedback.","-Collaboration platform
-Markdown support
-Kanban boards
-Tasks
-Wikis
-Databases
-File management
-Screenshotting content from webpages
-Task scheduling
-File management
-Document saving
-Reminder setting
-Agenda keeping
-Work organization
-LaTeX support
-AI
-Templates
-Security features
-Integrations with other SaaS tools
-Blocks
-Databases","0.004286969898794628","0.26506024096385544","0.24096385542168675","0.7512744069099426","neutral","0.26432207226753235","0.4401629567146301","0.29551488161087036","0.0117","-0.0757","0.0274"
"What is the HeartFlow Analysis?","The HeartFlow Analysis provides a 3D model of the coronary arteries and calculates fractional flow reserve (FFR) to assess blood flow.","Non-invasive, real-time virtual modeling tool for coronary artery disease (CAD) intervention using estimation of fractional flow reserve (FFR).
","0.05142027788235643","0.3902439024390244","0.3414634146341463","0.8067666888237","entailment","0.004097496625036001","0.4191504120826721","0.5767520666122437","0.3066","0.4115","0.2632"
"What is WorldRemit's role in the global money transfer market?","WorldRemit is a significant player in the global money transfer market, providing digital solutions for international remittances.","WorldRemit is a digital cross border remittance business that provides international money transfer and remittance services in more than 130 countries and over 70 currencies.
","0.05302459604351236","0.4761904761904762","0.28571428571428564","0.8906625509262085","neutral","0.0006088451482355595","0.9780508279800415","0.021340366452932358","0.4307","0.4889","0.4"
"What is Airwallex's role in the fintech industry?","Airwallex is a key player in the fintech industry, providing cross-border payment solutions for businesses.","Airwallex is a multinational financial technology company offering financial services and software as a service (SaaS).
","0.06087895024805787","0.1875","0.1875","0.8053560256958008","neutral","0.0033654789440333843","0.8829719424247742","0.11366264522075653","0.1692","0.3903","0.2069"
"What was the original name of Hey Tea? Why did they change it?","The original name was Royal Tea (皇茶). They changed it due to a trademark issue.","Royal Tea. They changed it due to a trademark issue.
","0.4746358914289604","0.8333333333333333","0.8333333333333333","0.9069730639457703","entailment","0.03597413748502731","0.01001511886715889","0.9540107846260071","0.6173","0.4898","0.72"
"What is Bunq's financial status?","In 2023, Bunq had a net income of 53,100,000 Euro and total assets of 7,417,351 Euro. As of 2024, it has secured significant funding rounds, achieving unicorn status with a valuation of €1.6 billion in 2021.","- Net income 53,100,000 Euro (2023)
- Total assets 7,417,351 Euro (2023)
- User deposits surpassed €1.2 billion in 2021, increasing to €4.5 billion by early 2024.
- In 2021, valuation to €1.6 billion
- Later that year, it was valued at $2 billion in an investment deal.
- In 2023, maintaining a valuation of €1.8 billion.
- In 2024, secured an additional $31 million in funding.
","0.026877556968404288","0.4770642201834862","0.36697247706422015","0.7842293977737427","neutral","0.10633605718612671","0.5713593363761902","0.3223046362400055","0.3521","0.3555","0.4359"
"What is FiscalNote's focus on policy intelligence?","FiscalNote provides data and analytics to help organizations understand and navigate policy and regulatory landscapes.","FiscalNote provides organizations or companies with real time governmental policies.
","0.02995887070115779","0.32","0.32","0.7984597682952881","neutral","0.03775199130177498","0.5507622361183167","0.41148582100868225","0.1762","0.293","0.2609"
"What company did Webflow acquire in October 2024?","GreenSock, the company behind the JavaScript animation library GSAP.","GreenSock.
","0.0","0.19999999999999998","0.19999999999999998","0.6792470812797546","entailment","0.1262470781803131","0.33709588646888733","0.5366569757461548","0.0","0.3975","0.0"
"What is the role of Telegram's stickers and GIFs?","Telegram offers a wide range of stickers and GIFs for expressive communication.","Stickers are cloud-based, high-resolution images intended to provide more expressive emoji. Users can also send stickers, which can be static, animated or video.
","0.008282282660969604","0.10810810810810811","0.10810810810810811","0.6997806429862976","neutral","0.001305346959270537","0.9919553399085999","0.006739337928593159","0.0763","0.2946","0.1176"
"What type of platform does Workato provide and what is its primary function?","Workato provides a cloud-based automation platform designed to integrate various applications, data, and systems, automating workflows.","Workato provides a cloud-based automation platform to integrate various applications, data, and systems.
","0.6043026468442619","0.9032258064516129","0.9032258064516129","0.9662278294563293","entailment","0.0017990939086303115","0.004538790322840214","0.9936621189117432","0.7626","0.8687","0.8276"
"What was Via Transportation's initial service offering?","A ridesharing service on New York's Upper East Side.","Ridesharing service.
","0.0","0.33333333333333337","0.33333333333333337","0.7748426795005798","entailment","0.009117565117776394","0.02982286550104618","0.9610595107078552","0.0602","0.3983","0.1818"
"How many monthly paying users does Lightricks have?","As of 2025 Lightricks has over 6.6 milion monthly paying users.","Over 6.6 million.
","0.007894844292834697","0.375","0.375","0.5829219222068787","entailment","0.010333331301808357","0.031642328947782516","0.9580243825912476","0.1838","0.2472","0.2857"
"Who founded Zerodha and when?","Zerodha was founded in August 2010 by brothers Nithin and Nikhil Kamath.","Nithin and Nikhil Kamath, August 2010.
","0.07987344010387555","0.6666666666666666","0.4444444444444444","0.7545294761657715","entailment","0.057319749146699905","0.11070556193590164","0.8319746851921082","0.3289","0.4185","0.4444"
"What major acquisition did Pine Labs make in April 2021?","Southeast Asian deals and cash-back platform Fave for $45 million.","Fave for $45 million.
","0.22313016014842982","0.5333333333333333","0.5333333333333333","0.748314380645752","entailment","0.0034482122864574194","0.012939339503645897","0.9836124777793884","0.4222","0.3455","0.5714"
"What types of products does Trendyol sell?","Trendyol sells fashion, electronics, home goods, and other consumer products.","I don't know.
","0.0","0.0","0.0","0.3435298800468445","contradiction","0.7354724407196045","0.1667022407054901","0.09782540798187256","0.0","-0.132","0.0"
"What are some of BillDesk's subsidiaries?","BillDesk's subsidiaries include Loylty Rewardz and Jocata.","Loylty Rewardz
Jocata
","0.06333742121977234","0.5454545454545454","0.5454545454545454","0.6741188764572144","entailment","0.047172144055366516","0.036695629358291626","0.9161322712898254","0.2841","0.4037","0.4"
"What is Lenskart's manufacturing capacity?","Lenskart has a manufacturing facility in Bhiwadi, Rajasthan, with an annual production capacity of 5 crore glasses.","5 crore glasses annually.
","0.00658790946649935","0.38095238095238093","0.2857142857142857","0.6516555547714233","entailment","0.0028157602064311504","0.03956696018576622","0.9576173424720764","0.1194","0.1608","0.1905"
"What was Hopin's integration capabilities?","Hopin integrated with various tools and platforms, including marketing automation and CRM systems.","I don't know.
","0.0","0.0","0.0","0.2907252311706543","contradiction","0.6586371064186096","0.26807597279548645","0.07328688353300095","0.0","-0.0614","0.0"
"What are some key features of Celonis's platform?","Key features include process discovery, performance analysis, and automated process improvement.","*   Real-time connectivity to SAP
*   Integration platform (iPaaS)
*   Real-time streaming data tools
*   Process mining insights within the Microsoft Power Platform
*   Execution Management System (EMS)","0.0","0.05555555555555555","0.05555555555555555","0.5895248055458069","contradiction","0.4764023721218109","0.4347706735134125","0.08882702887058258","0.0394","-0.0419","0.0625"
"What were Lenskart's initial business ventures?","Initially, Lenskart's parent company, Valyoo Technologies, launched Watchkart.com, Bagskart.com, and Jewelskart.com in addition to Lenskart.com. However, it later focused solely on eyewear through Lenskart.","Selling wristwatches, bags and jewellery online.
","0.002032548554838793","0.05714285714285715","0.05714285714285715","0.5607652068138123","entailment","0.002621527761220932","0.094906747341156","0.9024717211723328","0.0225","0.0613","0.0667"
"What is iCapital's expansion strategy?","iCapital focuses on expanding its platform and services to provide access to a wider range of alternative investment opportunities.","iCapital provides platforms that make alternative investments more accessible to investors. In April 2024, iCapital launched iCapital Marketplace in Hong Kong and Singapore.
","0.011712916466550741","0.380952380952381","0.1904761904761905","0.8262091279029846","neutral","0.0010451418347656727","0.997835099697113","0.0011197662679478526","0.3254","0.3871","0.2105"
"What is XtalPi's primary focus?","XtalPi engages in research and development for early-stage drug discovery and material science through methods backed by artificial intelligence (AI).","Research and development for early-stage drug discovery and material science through methods backed by artificial intelligence (AI).
","0.7838507984171874","0.923076923076923","0.923076923076923","0.8598295450210571","entailment","0.00305194198153913","0.008861081674695015","0.9880869388580322","0.8629","0.6759","0.9143"
"What are the main technologies and safety features incorporated in Aiways vehicles, especially regarding ADAS?","Aiways vehicles come with various Advanced Driver Assistance Systems (ADAS) as standard, including Emergency Brake Assist (EBA), Lane Keeping Assist (LKA), Blind Spot Detection, and Forward Collision Warning.","Aiways vehicles include:

*   Battery pack with sandwich structure
*   More Adaptable Structure (MAS) platform
*   Emergency Brake Assist (EBA)
*   Lane Keeping Assist (LKA)
*   Blind Spot Detection
*   Forward Collision Warning
*   Rear Cross Traffic Alert","0.05661465700799467","0.6101694915254238","0.5762711864406779","0.86058509349823","neutral","0.026637932285666466","0.5880693197250366","0.38529273867607117","0.4262","0.1906","0.4211"
"What is Pine Labs' primary product offering?","Android-based point of sale (PoS) machines.","POS devices that allow merchants to accept credit and debit card payments.
","0.0","0.10526315789473685","0.10526315789473685","0.6813849210739136","neutral","0.001282145851291716","0.9450900554656982","0.053627826273441315","0.0","0.1242","0.0"
"What is Scale AI's business model?","Scale AI operates on a platform-as-a-service (PaaS) model, providing data labeling tools and services to its clients.","Provides labeled data used to train AI applications.
","0.011867840505544885","0.35714285714285715","0.21428571428571425","0.6366457343101501","neutral","0.0013402458280324936","0.9387398958206177","0.05991990491747856","0.1553","0.2068","0.24"
"Where is BlaBlaCar headquartered?","Paris, France.","Paris, France.
","0.316227766016838","1.0","1.0","1.0","entailment","0.03720854967832565","0.04534541815519333","0.9174460172653198","0.9375","1.0","1.0"
"What is the 'For Sale & Free' section on Nextdoor?","A section for users to buy, sell, or give away items, based on geographic location.","A section for users to buy, sell, or give away items. The Marketplace is based on geographic location and no payments take place on the app.
","0.3980668738240055","0.7317073170731707","0.7317073170731707","0.86390620470047","contradiction","0.798582136631012","0.19902995228767395","0.002387898275628686","0.7957","0.7181","0.6667"
"What are the primary features of Discord?","Primary features include text channels, voice channels, video calls, screen sharing, and server communities.","Voice and video calls, persistent chat rooms, direct messages, and personal groups.
","0.03374378457966304","0.30769230769230765","0.30769230769230765","0.7028670907020569","entailment","0.03370622545480728","0.31056609749794006","0.6557276248931885","0.2287","0.376","0.3333"
"What services does Octopus Energy offer?","Octopus Energy offers electricity and gas supply, smart home technology, and electric vehicle charging solutions.","Octopus Energy supplies software services to other energy suppliers.
","0.026036487682889974","0.25","0.25","0.7600738406181335","neutral","0.02253795973956585","0.9653676748275757","0.012094244360923767","0.0694","0.4104","0.1818"
"What is the name of the SpaceX rocket that has the capability to launch satellites into geostationary orbit?","Don't know","I don't know.
","0.0","0.8571428571428571","0.8571428571428571","0.9248793125152588","entailment","0.002381599508225918","0.05121399089694023","0.9464043974876404","0.2381","0.3701","0.4"
"What is the relationship between Dream11 and sports leagues?","Dream11 partners with various sports leagues and events to promote its platform.","Dream11 partners with leagues within cricket, football, and basketball.
","0.09662504873924324","0.4761904761904762","0.4761904761904762","0.8239879608154297","neutral","0.0010817316360771656","0.9977365732192993","0.0011816478800028563","0.3812","0.5286","0.4762"
"Where is Shein headquartered?","Singapore.","Singapore.
","0.1778279410038923","1.0","1.0","1.000000238418579","entailment","0.07335860282182693","0.13849316537380219","0.7881482839584351","0.5","1.0","1.0"
"What was the fate of Babylon Health?","The company filed for bankruptcy in its American branch and its British branch called in the administrator in 2023. Its UK operations were bought by eMed Healthcare UK.","Bankruptcy and sale.
","2.7311245421550483e-05","0.12903225806451613","0.12903225806451613","0.5572106242179871","entailment","0.007528013549745083","0.13324092328548431","0.8592311143875122","0.0392","0.1438","0.16"
"What are the main products of SpaceX?","Launch vehicles, Dragon capsules, and Starshield.","Launch vehicles
Dragon capsules
Starshield
","0.05231223689135342","0.9090909090909091","0.9090909090909091","0.9511276483535767","entailment","0.006745016667991877","0.015531250275671482","0.9777237772941589","0.1695","0.6238","0.3636"
"What is the Epic Games Metaverse vision?","Epic Games envisions a connected, social 3D world, where people can play games, watch movies, and interact with each other in shared virtual spaces.","Epic buying Tonic Games Group falls under the company's broader plans of creating its own metaverse.
Epic received another $1 billion each from Sony and from Kirkbi , the parent company of The Lego Group , in April 2022 for continued support of building out Epic's metaverse.
","0.005846046710803097","0.14084507042253522","0.11267605633802817","0.5855921506881714","neutral","0.0023168292827904224","0.9966645836830139","0.0010186079889535904","0.0951","0.0068","0.1613"
"How does Nextdoor verify its users?","Users are required to submit their real names and addresses, and addresses need to be verified.","Users of Nextdoor are required to submit their real names and addresses to the website, and addresses need to be verified.
","0.5626933387118171","0.8648648648648648","0.8648648648648648","0.8471654057502747","neutral","0.0007114178733900189","0.9896029829978943","0.009685552679002285","0.8923","0.7741","0.8387"
"What was Tanium's revenue in 2019?","Tanium's revenue in 2019 was $440.2 million.","$440.2 Million
","0.012274570264879268","0.5","0.5","0.604248583316803","entailment","0.008508204482495785","0.052319396287202835","0.9391723871231079","0.0769","0.3672","0.2222"
"What is iCapital?","iCapital is a financial technology company that provides a platform for alternative investments, connecting high-net-worth individuals and financial advisors with private equity, private credit, and hedge fund opportunities.","An American fintech company that provides platform solutions related to alternative investments in the private markets.
","0.03419824290069098","0.3043478260869565","0.3043478260869565","0.7249863743782043","neutral","0.002568876836448908","0.7132629156112671","0.28416821360588074","0.1907","0.3765","0.3"
"What are some of the technologies developed by DJI?","DJI has developed technologies such as advanced flight control systems, image stabilization, and obstacle avoidance.","Camera systems, gimbal stabilizers, propulsion systems, enterprise software, aerial agriculture equipment, and flight control systems.
","0.033241378434410024","0.3333333333333333","0.20000000000000004","0.6876131892204285","neutral","0.013208400458097458","0.7754085063934326","0.21138302981853485","0.2104","0.2999","0.2759"
"What is Via Transportation's primary focus?","Making transportation more equitable and accessible for various populations, including paratransit riders, students, elderly, and low-income riders.","Making transportation more equitable and accessible for all populations.
","0.2984591070759932","0.5925925925925926","0.5925925925925926","0.864729642868042","entailment","0.00239068572409451","0.017417874187231064","0.9801914691925049","0.4151","0.6053","0.56"
"What is XtalPi's business model in drug discovery?","XtalPi provides its services to pharmaceutical companies to speed up their drug discovery processes rather than developing its own drugs from start to finish.","XtalPi provides its services to pharmaceutical companies to speed up their drug discovery processes.
","0.4500467676796108","0.7368421052631579","0.7368421052631579","0.981403648853302","entailment","0.0013821604661643505","0.004402268212288618","0.9942155480384827","0.5211","0.7727","0.7059"
"What is Away?","Away is a direct-to-consumer luggage and travel accessories company.","Away produces and markets travel accessories using a direct-to-consumer business model. The company's best-known products are suitcases.
","0.03807134866446317","0.5625","0.37499999999999994","0.8867180943489075","neutral","0.00048522825818508863","0.9815458655357361","0.017968865111470222","0.5215","0.5785","0.4615"
"What are some key features of OutSystems' platform?","Key features include visual development tools, pre-built components, and automated deployment capabilities.","Development of mobile and web enterprise applications, which run in the cloud, on-premises or in hybrid environments.
","0.011502783619900045","0.12903225806451615","0.12903225806451615","0.5499964356422424","neutral","0.0045442101545631886","0.9352541565895081","0.060201577842235565","0.08","0.1382","0.1429"
"What is the Atlas platform?","A service to help start-ups register as US corporations.","A platform to help start-ups register as US corporations, targeting foreign entrepreneurs.
","0.43361890903486755","0.7826086956521738","0.7826086956521738","0.8710002899169922","neutral","0.0006569058168679476","0.9975602626800537","0.0017828586278483272","0.7439","0.7965","0.6667"
"What is Away's focus on design?","Away emphasizes minimalist and functional design in its luggage and travel products.","Away improved upon traditional suitcase designs by adding features such as built-in batteries in their luggage for charging mobile devices.
","0.012673718536830811","0.24242424242424246","0.24242424242424246","0.7180321216583252","neutral","0.0007206012960523367","0.9977251887321472","0.001554211601614952","0.1562","0.3636","0.1935"
"What is Anduril's approach to defense technology?","Anduril focuses on developing software-defined hardware and AI-powered systems for rapid deployment and adaptation.","Anduril uses Silicon Valley-style development schemes, pre-emptively developing products for potential military markets before the Pentagon has expressed a request to purchase them and attempts to use commercial technologies such as AI and VR for faster iteration.
","0.007494276366370973","0.2181818181818182","0.1818181818181818","0.7598813772201538","neutral","0.0012259453069418669","0.9815254211425781","0.017248596996068954","0.1534","0.3336","0.1702"
"What services does Ola Cabs offer?","Ola Cabs offers ride-sharing, taxi booking, and outstation travel services.","Different levels of service, ranging from economic to luxury travel.
","0.0","0.1904761904761905","0.09523809523809525","0.5388709902763367","neutral","0.001012554974295199","0.9585486054420471","0.040438875555992126","0.0","0.0718","0.0"
"What is Via Transportation's 'Student transit' service?","A fully integrated and customizable software suite for student transportation, including route planning, tracking, and alerts.","Via created a fully integrated and customizable software suite for student transportation, with route planning, a central operations console for administrators, and applications for caregivers, drivers, and educators. The software includes features like real-time bus tracking, continuously updated ETAs, and configurable alerts to help track users.
","0.18820706349184219","0.5079365079365079","0.4761904761904763","0.8744514584541321","neutral","0.0009595135343261063","0.9883460402488708","0.010694378055632114","0.5874","0.5585","0.4815"
"Does Miro offer templates?","Yes, Miro offers a wide range of templates for various collaboration needs.","I don't know.
","0.0","0.0","0.0","0.30317357182502747","contradiction","0.9310670495033264","0.05613250657916069","0.012800426222383976","0.0","0.0341","0.0"
"What services does Checkout.com offer?","Checkout.com offers payment processing, fraud management, and reporting tools for online businesses.","Financial services.
","0.0","0.0","0.0","0.48780572414398193","entailment","0.07580354064702988","0.325603187084198","0.5985932350158691","0.0","0.2087","0.0"
"What is Fanatics' approach to technology?","Fanatics utilizes technology to improve its supply chain, e-commerce platform, and customer experience.","real-time manufacturing, data, and technology, would guide the company's innovative vertical commerce (v-commerce) model.
","0.01428363257865929","0.1935483870967742","0.12903225806451615","0.5612737536430359","neutral","0.0021040618885308504","0.8724073171615601","0.12548859417438507","0.0382","0.2757","0.0741"
"What is the purpose of Notion?","Notion is a collaboration platform and workspace designed for notetaking, knowledge and data management, and project and task management.","A productivity and note-taking web application.
","0.004676845221753116","0.15384615384615385","0.15384615384615385","0.5945641994476318","entailment","0.003753464436158538","0.05202289670705795","0.9442235827445984","0.0565","0.3198","0.1818"
"What acquisitions has Voodoo made to expand its business beyond gaming?","Voodoo has acquired social media platforms Wizz and WeMoms, and photo-sharing app BeReal.","*   WeMoms in 2021
*   BeReal in June 2024","0.0","0.19047619047619047","0.19047619047619047","0.5613094568252563","neutral","0.02620789408683777","0.9707636833190918","0.003028391394764185","0.0","-0.0358","0.0"
